dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001010011000,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010000111010,32,0.0064,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010000110011000,18,0.0036,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000000110111100,11,0.0022,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011100101100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010100110100,9,0.0018,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001000100110101010,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011110111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001010001100011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011100001100,10,0.002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011010011010010000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000110010111010,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000010010010100,10,0.002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010110011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011100101100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011110101010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100011100101000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011100001000010110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011100111000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000100100011000,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010000100111010,9,0.0018,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010001000010000,24,0.0048,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001100010100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000100110010010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001110111110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000010000100011010111100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001000110100,7,0.0014,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011000110010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011110101000,12,0.0024,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000110001100011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000111000001000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000000010111000,110,0.022,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011100011100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001000010110000100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000001110011110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001000111000,9,0.0018,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010011000010000,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001010010110100100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100101010010000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010010110011000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010000100110010,15,0.003,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100011110011110001100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001110111010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001010010100,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000010000100001000010110,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011110001000,7,0.0014,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000101000110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000101000010010,10,0.002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000110100111010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000000010111010,7,0.0014,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001110011100,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000000110111110,8,0.0016,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000110100110010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011000010010,10,0.002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011100111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010010100110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010001000001110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010011000111000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001000111000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000010010010010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010110011010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001110011110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001100111100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011010110100111010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010100110110,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010011100111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010011010101000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100010010100100001010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001010011100,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001000011000,13,0.0026,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010001110010100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001000010110100100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010001100010010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011110101100,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011010000100,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010000100110100,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001010000100111000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010010100111000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001000010010000010,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011010010010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000001110011100,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010010111000,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000101000010110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011110111100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011100011000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000010000100001010010100,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010010100111010,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011100000100110000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000111000100010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011000110010110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010011010011100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000110100010000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011110111010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010010011000,20,0.004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000010010011110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011000010100,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010000100111100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000010000110010,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000010000100001010011000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010101100110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001000010000100010,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011000100110,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000110001100011000110010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100010010100110001000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011100001000111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000010000100011010110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011010110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011000111000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001100101000,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001010011010001000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010100011110,11,0.0022,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011100111010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001100110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011010011100111110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011100001010,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000110011110111110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100010010000010100100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010100110010,18,0.0036,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100011100011000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001000010010101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000110100011000,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100111010110000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010110111100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011000111000110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001010101100100010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001110110010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011100100100,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011000000010,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010010111010,7,0.0014,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100011010001000,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010000110110000,30,0.006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010110010000,57,0.0114,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000111010000010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011110011000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000010000100001010010110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010010110010100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001010010110001000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000100010110010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000010010011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011000111110,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000111100011100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001010001110110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000111000110010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011100011100010010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011110100100,23,0.0046,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010110111000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010011110101100,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001000110010101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010100111100,11,0.0022,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001010010000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011000000110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010100010110,11,0.0022,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001000011110,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010001000010010,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001110010000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011000111100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001000111010,15,0.003,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100011010010000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001010000100101010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011110101110,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000110110011110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100010010010100101110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011110011100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010101000001010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100111100101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010101110010000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001010110010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011110111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000100100010010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001110011000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010010110111100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000100110011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000110011110101110011110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011100111010110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001010011000010010,0,0.0,ESA
