dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000110100011000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010100110010,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000100100110000,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010011000111000,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100011100011000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000110001110011100110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010010100111000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000010000100001000110100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011000110000,31,0.0062,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100010010010100101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010110011100,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010000110111000,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111010000010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000100010010110,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010100111010,14,0.0028,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100011010001000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000110001110011100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111010100110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000010010101100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100011000110010100100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011100001000,84,0.0168,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000100100010000,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000010110100010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010011100001100,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001010001000110100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010100011010,21,0.0042,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010010110110010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100001000011000,12,0.0024,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010000110111100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000010010010000,37,0.0074,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010001000010000,18,0.0036,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001010011010010000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000110001100011010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010010110011100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011010110000,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000111100111100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000100010110000,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000000110111110,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100001100110100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010011000101000,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011110011100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111000110010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000011000110010110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100011010110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000010000100001010010100,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100001000111000,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010100010110,14,0.0028,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000000010111000,104,0.0208,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100011000110010100010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011000100110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011010100100,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011100101010,10,0.002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010000110011110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010000100111010,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000100100110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010110110000,20,0.004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100011100111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010011100111010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000010000100010,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010000110010010,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000010000100001010010110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000010000100001010011100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001110001110110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011110101000,14,0.0028,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111100101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010011010001100,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100010010110100000110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010110111100,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010000100111100,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000100100110100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111010000110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010111000101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010100111110,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000000010111010,32,0.0064,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010011100111000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000011100111010010100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100001100101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111000011100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100001010010010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001110011110111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000010000110010,29,0.0058,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000110100010000,10,0.002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111000100010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000110001100111010110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100011110010100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000010010000100,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111000000110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010001010010100,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100011000110010100110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010001000111100,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010001010001100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010110110100,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010011100001010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100001010110000,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000010010000010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010001100010000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000010010010110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011110111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011010001010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000001110011100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011100111000,8,0.0016,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010011000101100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011100001010,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000001110011110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000101000011010,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010001000110100,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000011100001110111110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010110110110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000010000100011000111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100011010110100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111000011010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010000110110100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011010000100,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011010100010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100111110110100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010010011100,18,0.0036,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011000010010,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010011100011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010011000111000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010000110011000,10,0.002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011000010100,15,0.003,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000010010011110,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111000010010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010111110111110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000110010100010,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010010110011000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000011010011000011010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010011110101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010110011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000100100101000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000010110001100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011010111010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010011000111110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100011100111000110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010001110011110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100001010010000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100011100010000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010001100011110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010001010011110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010110010010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010011100101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000010000100011010010110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100001100111010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010011000010000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010001100111010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111100000010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010001110011100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001010001000110000,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010011100110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100010000110100010000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000011100001000010000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000010000100001010110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000011100011000010000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010001100011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000010000100011100011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000110100110010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010111100111010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000010000100110100,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000010100110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001100001000100110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011100001100,15,0.003,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010001000110000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011100011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000000000011110001100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100001000101100101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000111000010000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000100011010110100100010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001010101000011110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,1,5000,5000,0000000001000011000111100,0,0.0,ESA
