dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101001000,64,0.0128,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001110001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001111001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011001101011010,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000111010100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000101111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000110001110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101000010,4,0.0008,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000001011100,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000001011110,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000111000100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000101011110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100110011010,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001110011010,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000100011010,17,0.0034,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000111001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001001010110,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100110011000,10,0.002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011100111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100011011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001111001100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000111011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000110001010,5,0.001,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100111011000,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000111001100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001101111011000,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001001000110,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100011011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000111010110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001001010100,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000101001000,33,0.0066,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100110011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000111000110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001111000110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101011110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001011011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001110010110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100010011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001001011100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100011011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100011001100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011001111001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001110010010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100111010110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000110011110,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100111001100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100010011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101011010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100111011010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001101011001010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100011001100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000111010100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001111010100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001110001000,5,0.001,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100111001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001111001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001111010110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000101001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011100101010110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001110000110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001110011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000111011010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011101111001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001010001100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100110010110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001110001010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100111001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001011001100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000111001100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001110010100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101000110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001110001100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011100111011010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000101001010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000111001000,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000011001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101001010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001110011100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001101111010110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001110011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011001111001100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001010011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001010001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001110001010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100011001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001101011011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001010011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001101011011100,0,0.0,ESA
